amount,oldbalanceOrg,newbalanceOrig,transaction_type,is_fraud
6732.75,11557.64,50566.76,PAYMENT,0
59488.79,28130.67,125772.12,TRANSFER,1
73889.28,143326.39,152434.22,TRANSFER,1
3254.02,87456.33,175297.12,CASH_IN,0
65875.18,80709.72,170427.91,CASH_IN,0
53233.86,27393.33,192976.6,CASH_IN,0
10335.47,101354.01,116276.98,CASH_OUT,1
17260.66,25309.06,181731.11,PAYMENT,0
56801.75,95324.09,161702.65,CASH_OUT,1
29642.8,152723.06,178933.52,TRANSFER,1
93832.19,51652.87,2325.32,CASH_IN,1
81875.84,96157.23,193180.6,CASH_IN,1
98356.88,198403.19,94706.03,CASH_IN,1
25974.49,137330.08,159636.6,DEBIT,0
96972.67,168271.35,25440.82,PAYMENT,1
43129.07,82969.52,79188.22,CASH_OUT,1
34758.4,153572.18,54292.13,PAYMENT,0
5044.45,8101.83,58331.75,CASH_IN,0
5286.0,24582.24,24651.12,TRANSFER,1
69204.21,40614.12,161152.77,DEBIT,0
45798.32,80390.38,1848.46,PAYMENT,0
22659.9,169148.98,62501.09,TRANSFER,1
61400.89,69253.21,34882.11,CASH_IN,0
25293.28,130924.24,117807.79,CASH_IN,0
57767.4,141862.86,50850.48,CASH_IN,1
35927.28,117236.47,51799.69,CASH_IN,0
82356.99,71448.39,97667.63,DEBIT,1
82071.41,115410.67,130537.81,DEBIT,1
47740.27,68453.12,24260.94,PAYMENT,0
35088.4,16774.75,35102.29,CASH_IN,0
36262.35,198560.8,49434.95,DEBIT,0
80573.4,25436.49,194749.64,TRANSFER,1
32824.67,14469.68,79430.5,DEBIT,0
20913.85,175706.15,119798.02,DEBIT,0
8477.99,60366.93,48308.56,PAYMENT,0
46674.65,130059.39,98091.91,DEBIT,0
48218.39,65801.15,14823.83,TRANSFER,1
84092.46,78290.85,6948.43,CASH_IN,0
22131.66,52422.59,93746.71,CASH_OUT,1
38105.32,68608.8,79731.86,PAYMENT,0
80842.49,82140.08,27376.06,TRANSFER,1
82364.12,144083.21,137520.29,PAYMENT,0
38467.26,102307.24,198580.7,CASH_IN,0
45917.81,188713.04,79129.36,DEBIT,0
30335.56,8376.08,124911.73,DEBIT,0
93256.16,100613.66,192595.19,TRANSFER,1
11873.19,116844.96,166306.99,CASH_IN,0
93375.6,184039.4,92710.44,CASH_OUT,1
68389.81,9831.7,147497.9,CASH_OUT,1
53161.9,114699.92,25627.01,DEBIT,1
3275.58,170725.99,102420.77,CASH_IN,0
47564.86,48385.55,55812.06,CASH_IN,0
40780.73,175258.47,32232.74,TRANSFER,1
16130.27,3808.68,85256.18,CASH_OUT,1
65644.4,146490.93,26202.91,TRANSFER,1
97115.38,186622.64,139797.02,PAYMENT,0
56223.26,131439.53,91248.01,CASH_IN,1
71478.18,87805.85,106228.93,CASH_OUT,1
6854.36,8976.2,29275.19,TRANSFER,1
41772.52,184022.76,27954.33,DEBIT,0
11644.68,94059.24,116683.09,PAYMENT,0
61283.46,5799.35,197001.95,TRANSFER,1
93848.83,137964.21,19250.12,DEBIT,0
66181.16,96367.45,57146.29,CASH_OUT,1
7689.54,24869.06,173891.82,CASH_OUT,1
35473.07,42854.36,14454.4,PAYMENT,0
55070.83,12898.14,175177.14,DEBIT,1
40326.74,114858.71,104857.2,CASH_IN,0
83366.06,124405.9,81653.35,CASH_OUT,1
81468.95,101148.46,61936.11,CASH_IN,1
61186.98,163420.43,59423.43,CASH_IN,0
37352.06,172201.76,61160.52,TRANSFER,1
25541.08,123124.88,176960.62,TRANSFER,1
10596.37,2551.3,144759.05,CASH_OUT,1
35496.22,139045.93,133944.6,CASH_IN,0
41323.12,83599.84,159749.83,TRANSFER,1
67585.53,113111.5,51422.93,DEBIT,1
65819.4,129816.12,123608.56,DEBIT,0
7020.11,70047.32,92013.25,DEBIT,0
39531.98,183419.7,156488.33,DEBIT,0
18186.07,26794.97,61851.22,CASH_IN,0
15689.7,134302.36,128635.72,DEBIT,0
82731.94,871.92,176442.48,CASH_IN,1
4201.1,184930.22,80430.1,CASH_OUT,1
41924.1,22500.83,13324.42,CASH_OUT,1
16828.68,18976.85,103210.16,DEBIT,0
87934.23,66601.53,69194.5,DEBIT,0
55708.48,74713.26,134445.08,DEBIT,0
23145.75,42860.01,190206.58,CASH_OUT,1
50247.7,117024.33,97121.66,TRANSFER,1
73151.32,88582.82,93238.05,CASH_OUT,1
95812.22,6835.12,130916.96,DEBIT,1
22052.4,63930.41,20699.5,TRANSFER,1
88619.32,162086.58,50701.24,TRANSFER,1
93431.07,137940.31,183795.87,PAYMENT,1
91642.89,144974.17,133988.52,CASH_IN,1
63545.08,139623.38,2688.81,DEBIT,1
62985.77,62194.6,40925.09,CASH_IN,1
40327.03,19932.78,136567.45,PAYMENT,0
75242.26,54493.44,152879.84,CASH_IN,0
53134.09,166357.06,167971.91,DEBIT,1
67747.03,196094.16,58435.36,PAYMENT,1
42851.51,98769.4,186205.72,CASH_IN,0
73152.33,1940.07,110589.38,CASH_OUT,1
82448.91,28008.96,139307.8,TRANSFER,1
14652.16,64416.12,119347.77,PAYMENT,0
83294.64,115717.07,24548.01,CASH_OUT,1
54034.25,15018.73,192622.93,DEBIT,1
84468.14,188671.46,24575.12,TRANSFER,1
43135.86,73016.73,50976.39,PAYMENT,0
37910.26,182516.84,162725.58,TRANSFER,1
91506.92,156104.36,123719.39,PAYMENT,1
25124.42,151087.45,167629.83,PAYMENT,0
84422.79,121343.92,103147.24,CASH_IN,1
48407.22,125356.76,75398.65,TRANSFER,1
51414.4,127600.65,184369.1,TRANSFER,1
30853.74,125744.28,7250.46,CASH_OUT,1
57308.49,110745.65,171226.04,DEBIT,1
32527.87,197282.8,46163.56,CASH_OUT,1
3936.55,146458.11,169747.27,CASH_IN,0
27207.14,155389.28,27839.32,PAYMENT,0
647.84,174492.56,116043.79,CASH_IN,0
97835.7,43127.95,177621.58,CASH_IN,1
96575.06,16760.83,94707.93,CASH_OUT,1
39521.58,96578.89,149313.33,PAYMENT,0
72839.8,102816.14,160934.32,DEBIT,1
34587.15,165836.36,147298.84,CASH_IN,0
67112.6,88756.72,185065.95,DEBIT,0
80544.95,114170.61,89366.85,PAYMENT,1
94676.16,105414.19,34625.09,PAYMENT,0
40027.23,7640.56,9562.21,CASH_OUT,1
78331.97,123042.98,49291.97,TRANSFER,1
26600.19,165608.66,28639.5,CASH_OUT,1
99033.33,31500.11,111589.75,DEBIT,0
2586.7,118866.35,36989.07,CASH_OUT,1
60356.85,118722.11,7786.74,PAYMENT,1
65954.0,32836.99,7197.97,CASH_IN,0
68807.68,24692.71,166313.9,TRANSFER,1
12047.55,196010.39,118289.99,PAYMENT,0
93853.59,78743.83,71617.06,CASH_IN,1
18126.52,45484.35,178845.61,DEBIT,0
62279.11,34264.91,14039.32,DEBIT,0
22275.38,133520.34,196064.41,DEBIT,0
30728.57,121889.06,123258.36,CASH_OUT,1
54650.39,128710.42,36692.85,DEBIT,1
41725.17,17601.21,135813.82,DEBIT,0
16030.96,178706.92,152676.25,CASH_OUT,1
17101.93,77853.28,85868.56,CASH_IN,0
41820.3,62673.88,172326.52,PAYMENT,0
75730.72,92472.29,30146.48,TRANSFER,1
89797.49,78013.21,55767.52,DEBIT,0
8421.92,172715.4,18698.47,DEBIT,0
39316.46,185852.2,42175.57,DEBIT,0
10033.55,60690.64,47745.76,CASH_OUT,1
1669.08,172787.16,183526.64,CASH_OUT,1
66175.25,156304.63,15621.94,CASH_OUT,1
60248.92,186161.53,85483.02,TRANSFER,1
16310.28,49150.06,106479.74,PAYMENT,0
23388.95,115391.83,179738.61,DEBIT,0
2380.54,54908.92,199539.24,CASH_IN,0
83496.37,164818.9,150677.62,DEBIT,1
97469.31,1064.84,194158.2,DEBIT,0
13554.6,112963.83,157420.23,DEBIT,0
23155.21,67840.69,192640.53,DEBIT,0
86842.27,64536.74,141454.15,PAYMENT,0
92647.12,128981.26,15952.69,CASH_IN,0
41968.54,170296.89,80384.04,CASH_OUT,1
5071.74,121839.08,129319.46,CASH_IN,0
3948.79,170634.6,70143.7,DEBIT,0
57399.25,52919.42,54676.78,CASH_IN,1
39295.58,103900.37,115479.85,DEBIT,0
2874.96,90107.31,186700.38,CASH_IN,0
58329.41,2328.98,6996.37,TRANSFER,1
1140.14,111362.43,153846.24,CASH_IN,0
78739.32,132304.86,144545.46,CASH_OUT,1
30650.22,118382.88,192790.69,CASH_OUT,1
4035.4,147255.98,186142.24,CASH_IN,0
58839.34,114267.91,152446.51,CASH_IN,0
39774.46,13350.05,104081.75,PAYMENT,0
97380.3,23289.1,40853.51,CASH_IN,0
54424.42,119294.92,109047.14,CASH_OUT,1
27531.17,54995.84,153070.4,TRANSFER,1
70946.79,15929.03,179133.84,CASH_OUT,1
27156.49,85920.55,157942.4,PAYMENT,0
90425.29,110864.52,39053.39,CASH_IN,1
37478.45,65749.2,119937.26,TRANSFER,1
54991.36,144086.74,66434.69,CASH_OUT,1
5066.8,128754.12,1841.13,TRANSFER,1
42617.86,66563.67,40044.19,DEBIT,0
83238.03,150974.51,22644.13,CASH_OUT,1
80566.82,129739.01,168543.82,DEBIT,1
22439.61,127489.08,51701.25,TRANSFER,1
22615.65,110685.54,56939.59,CASH_IN,0
81732.36,2277.93,191987.31,CASH_IN,0
93040.54,139301.44,75817.34,CASH_IN,1
9545.14,75208.36,1917.13,DEBIT,0
45011.36,188521.94,56769.23,CASH_IN,0
33752.05,163596.95,23859.92,PAYMENT,0
87070.14,117538.89,20561.71,CASH_OUT,1
8361.66,50436.4,15497.46,CASH_OUT,1
21120.48,40743.48,118651.89,TRANSFER,1
75249.31,68076.97,37869.54,DEBIT,1
5138.87,95313.59,72248.56,CASH_OUT,1
49258.61,59213.1,172403.54,DEBIT,0
44216.28,102985.9,84867.63,TRANSFER,1
33446.77,33074.09,183138.27,CASH_IN,0
39463.29,195542.56,99587.61,TRANSFER,1
52998.76,21584.91,79767.32,PAYMENT,0
16145.12,186388.83,150077.79,CASH_IN,0
57203.87,182715.6,14635.02,CASH_IN,0
80545.18,105072.1,17895.68,CASH_IN,0
76018.49,144982.05,130394.74,TRANSFER,1
15398.45,87209.66,97388.14,PAYMENT,0
14933.45,126006.92,158083.05,DEBIT,0
26824.76,68115.19,183254.17,TRANSFER,1
36113.86,60231.8,77673.38,CASH_OUT,1
40851.47,115645.96,119282.01,CASH_OUT,1
67972.92,99625.93,100139.33,TRANSFER,1
5677.48,115907.27,196322.13,DEBIT,0
3476.92,57332.12,166216.88,CASH_OUT,1
39197.14,73391.57,182347.54,DEBIT,0
69719.4,16779.59,50868.02,CASH_IN,1
19351.6,10455.27,154505.28,TRANSFER,1
64154.03,50691.43,53094.64,CASH_IN,0
25990.22,14849.37,41748.51,CASH_OUT,1
88609.75,20754.94,188853.23,DEBIT,0
89570.04,162585.68,3860.88,CASH_IN,0
29735.75,7774.74,193077.74,CASH_OUT,1
23007.08,131788.56,29852.38,PAYMENT,0
41136.28,54511.55,163887.62,CASH_IN,0
24060.75,174309.14,55184.51,PAYMENT,0
67241.66,96998.46,70140.47,PAYMENT,0
82608.21,61115.29,43351.54,CASH_OUT,1
67312.48,103527.79,117102.81,TRANSFER,1
82436.8,76391.6,69619.11,DEBIT,0
39705.25,112860.21,131478.61,CASH_OUT,1
15640.13,22906.57,3129.46,CASH_IN,0
73797.72,199398.1,12874.98,DEBIT,0
36053.85,85111.18,19932.23,TRANSFER,1
67130.37,69646.13,83798.74,CASH_OUT,1
27071.69,142041.97,162959.23,TRANSFER,1
8132.15,72779.88,177635.58,CASH_IN,0
99258.25,166654.86,48962.15,CASH_OUT,1
15628.59,90854.14,114873.94,CASH_IN,0
98842.22,143911.68,153673.0,DEBIT,0
97728.22,21490.64,57765.89,DEBIT,0
79383.87,169223.84,81801.55,TRANSFER,1
65945.7,147143.6,104794.84,TRANSFER,1
57784.93,42343.36,26974.97,DEBIT,1
86611.49,29057.2,5196.46,PAYMENT,1
28951.06,63258.47,30561.16,DEBIT,0
46773.44,195214.12,125370.72,CASH_OUT,1
61942.8,51366.31,14723.65,CASH_IN,0
41124.94,91225.44,37939.27,DEBIT,0
42754.37,6004.05,67570.78,DEBIT,0
33035.16,79445.51,15574.01,CASH_IN,0
56427.54,114264.0,38339.85,CASH_IN,0
85058.95,190624.92,182253.96,CASH_OUT,1
20160.82,103347.21,3859.83,CASH_IN,0
93443.96,163821.47,130686.38,TRANSFER,1
68911.87,109425.53,76881.79,DEBIT,0
82329.09,8157.0,134529.75,CASH_IN,0
55623.51,63001.66,117738.34,CASH_OUT,1
77953.87,115109.9,44699.75,CASH_IN,1
1629.88,190118.79,169441.9,DEBIT,0
81839.86,171826.07,98388.08,PAYMENT,1
4023.48,45671.12,164507.2,CASH_IN,0
88992.44,44021.97,81202.51,TRANSFER,1
99196.36,40234.59,196937.11,DEBIT,0
29413.81,184499.78,154097.87,CASH_OUT,1
21039.75,170533.23,193190.04,DEBIT,0
76538.68,154976.69,102865.3,PAYMENT,0
25310.1,78547.02,94738.23,CASH_OUT,1
86557.58,100876.14,151090.76,PAYMENT,1
10293.23,92866.35,176058.25,PAYMENT,0
12604.26,50679.62,192829.16,TRANSFER,1
97915.36,101005.61,64910.38,CASH_IN,1
67387.15,6099.31,159740.91,TRANSFER,1
84690.25,26362.07,42129.12,TRANSFER,1
32439.69,177317.92,109114.87,TRANSFER,1
67651.61,150335.95,35969.63,CASH_OUT,1
59428.24,84573.68,69479.47,CASH_IN,0
60318.98,103430.07,186271.67,CASH_IN,0
68256.42,73999.78,29218.14,CASH_OUT,1
57540.16,148155.97,126480.18,TRANSFER,1
42911.95,156837.44,118590.85,TRANSFER,1
27599.51,152657.04,24147.67,PAYMENT,0
76860.45,144522.34,65195.81,PAYMENT,0
22634.98,40900.87,112596.3,DEBIT,0
69238.51,67594.0,37435.72,PAYMENT,0
23340.95,93969.09,160124.73,CASH_IN,0
62536.76,66158.6,194431.3,CASH_OUT,1
74710.36,150988.04,42951.88,TRANSFER,1
21879.2,65870.7,37382.39,DEBIT,0
6003.73,27646.42,90987.01,PAYMENT,0
13106.06,79808.09,149553.06,DEBIT,0
60603.64,195982.89,56320.12,CASH_OUT,1
84946.15,45176.28,3975.98,CASH_OUT,1
4509.23,122431.73,108244.13,DEBIT,0
73417.78,86594.61,191320.11,DEBIT,0
34138.45,14204.91,78255.37,DEBIT,0
47858.05,97575.32,84026.91,TRANSFER,1
92886.67,140432.87,193780.34,CASH_IN,1
33203.83,102644.0,138921.52,PAYMENT,0
46539.04,174421.21,143834.38,PAYMENT,0
1378.1,57787.4,112540.4,PAYMENT,0
8169.06,17249.83,194921.84,DEBIT,0
25866.57,187313.12,137773.3,DEBIT,0
2794.95,75639.27,179006.55,DEBIT,0
63141.22,115281.11,139875.77,TRANSFER,1
42645.57,158400.63,147023.16,TRANSFER,1
54819.04,64862.73,58082.18,TRANSFER,1
17472.97,143232.91,60695.74,TRANSFER,1
29600.24,27083.77,156596.93,CASH_OUT,1
66385.81,58258.75,59341.26,TRANSFER,1
96530.62,28942.13,112554.01,TRANSFER,1
5051.17,162246.11,49870.46,TRANSFER,1
89039.53,44529.85,163396.68,PAYMENT,0
57692.35,143480.71,22100.27,PAYMENT,0
56396.32,188659.68,165889.33,PAYMENT,0
50032.85,105554.44,120545.96,CASH_IN,1
6948.71,108005.84,37381.91,CASH_OUT,1
8996.79,92206.71,108407.08,DEBIT,0
60095.19,65178.03,56499.77,TRANSFER,1
34102.45,95131.01,64693.47,PAYMENT,0
91727.63,120561.51,70305.61,CASH_OUT,1
40664.99,197198.31,12663.85,TRANSFER,1
14336.71,187552.91,197192.34,CASH_IN,0
71474.74,172430.59,6306.93,DEBIT,1
29342.41,177826.11,132499.37,TRANSFER,1
52551.78,93569.84,74245.53,DEBIT,1
69786.3,131488.87,129202.06,TRANSFER,1
90027.41,179013.34,71249.65,CASH_IN,0
79221.2,78590.15,134750.13,CASH_OUT,1
67639.34,192352.5,145847.1,DEBIT,0
67966.52,83157.21,138110.53,DEBIT,1
94593.01,120216.53,22792.4,CASH_OUT,1
29589.45,141960.94,131378.65,DEBIT,0
121.2,190118.4,55997.51,PAYMENT,0
27202.74,48923.25,5760.27,CASH_OUT,1
21796.96,149226.2,82966.13,CASH_IN,0
66186.84,104163.12,86708.62,TRANSFER,1
63374.82,53711.43,93434.83,TRANSFER,1
59350.2,155321.37,140964.83,CASH_OUT,1
1634.18,110444.46,61768.76,PAYMENT,0
72880.52,132194.76,63056.1,CASH_IN,0
32359.81,64580.21,12110.45,TRANSFER,1
66508.95,96254.79,137364.24,TRANSFER,1
55662.28,123470.85,113565.22,PAYMENT,0
34279.67,80982.16,69885.02,DEBIT,0
13466.28,39674.51,141037.8,CASH_OUT,1
9450.95,192328.1,107471.55,PAYMENT,0
83153.52,102293.51,93848.99,PAYMENT,1
91840.57,146784.07,102264.91,PAYMENT,1
64982.31,82209.44,127269.63,PAYMENT,0
10352.38,71026.35,132000.52,DEBIT,0
40208.7,81432.86,57791.56,CASH_IN,0
72896.63,81839.33,28148.67,PAYMENT,1
77984.29,108836.02,31326.84,PAYMENT,0
11830.68,108693.97,127878.18,CASH_OUT,1
13.07,99430.76,174574.66,TRANSFER,1
71216.58,26957.16,81899.26,DEBIT,0
35666.05,99215.1,33904.03,PAYMENT,0
25455.59,33820.78,151320.5,CASH_IN,0
1299.62,25227.16,166497.89,CASH_IN,0
54034.54,186529.14,176116.49,CASH_IN,0
85116.56,120990.0,121366.29,CASH_OUT,1
95763.59,131898.01,172145.71,CASH_IN,1
56578.84,80358.73,3082.99,CASH_OUT,1
51450.99,181796.18,21447.16,DEBIT,0
8514.79,127586.1,18515.21,CASH_IN,0
54891.79,153833.97,142520.94,TRANSFER,1
38004.11,73712.49,13916.36,PAYMENT,0
60717.46,192002.38,99272.87,DEBIT,1
38878.75,164092.26,94541.38,TRANSFER,1
24037.51,170789.69,62140.7,DEBIT,0
9505.58,34438.85,174081.03,CASH_IN,0
31498.7,54192.64,34086.64,DEBIT,0
9673.52,57125.32,70492.56,DEBIT,0
17697.93,54181.84,154834.3,DEBIT,0
98733.74,171081.63,6084.46,CASH_OUT,1
44415.91,6376.96,134590.08,TRANSFER,1
53191.86,15220.0,163279.55,CASH_IN,0
87363.12,54782.97,186453.57,PAYMENT,1
99556.93,39974.59,175259.33,CASH_IN,0
58275.62,46371.92,63876.82,CASH_IN,1
81249.26,159588.64,117272.83,CASH_OUT,1
32700.83,112625.32,15458.7,CASH_OUT,1
30581.34,1154.13,51574.0,DEBIT,0
40276.35,85864.55,18844.48,CASH_IN,0
67254.0,81576.99,63037.46,TRANSFER,1
68222.35,22789.05,175037.44,CASH_OUT,1
31530.79,135228.36,69433.37,CASH_OUT,1
13329.66,140419.44,112379.62,TRANSFER,1
63243.3,144178.64,86676.17,CASH_OUT,1
12841.3,145694.19,91783.3,TRANSFER,1
57853.47,10.57,193914.41,PAYMENT,1
69345.28,190784.16,59230.89,TRANSFER,1
70064.14,162841.75,125464.89,PAYMENT,0
75349.68,180796.34,84012.53,DEBIT,1
87287.21,3128.66,12229.24,DEBIT,0
50000.9,186771.76,97866.17,CASH_OUT,1
73027.62,161957.71,162668.67,TRANSFER,1
61921.08,167443.83,19750.59,CASH_OUT,1
18672.13,18657.48,13918.37,TRANSFER,1
2578.71,147755.61,30726.3,CASH_OUT,1
28461.29,191983.34,152880.02,DEBIT,0
44308.94,135709.47,144799.08,DEBIT,0
61714.42,114112.28,113003.55,CASH_OUT,1
84997.43,189125.94,93645.28,TRANSFER,1
19632.61,88587.42,177665.16,CASH_IN,0
12563.72,119858.71,153339.56,TRANSFER,1
96348.36,95267.66,162388.45,CASH_OUT,1
10813.38,186569.24,162652.46,TRANSFER,1
47854.32,15216.95,128543.43,PAYMENT,0
58560.52,100223.94,91602.92,TRANSFER,1
54142.03,137390.49,172935.55,DEBIT,0
8612.36,158381.31,185201.48,DEBIT,0
5712.12,116603.73,4761.21,PAYMENT,0
10557.29,181783.55,10310.97,TRANSFER,1
58562.91,188398.29,191748.66,CASH_IN,1
54439.05,12863.84,55432.12,TRANSFER,1
23381.74,80474.11,174673.89,DEBIT,0
63781.04,4691.8,77759.02,DEBIT,1
82008.55,65883.33,23820.01,CASH_OUT,1
4167.48,107373.64,16088.64,DEBIT,0
49818.01,182158.99,31301.58,CASH_OUT,1
68934.15,169310.86,49978.64,DEBIT,1
25238.67,25499.95,97703.67,DEBIT,0
30784.01,18606.07,140299.58,CASH_IN,0
61367.65,117853.47,197279.72,CASH_OUT,1
89794.55,106423.59,88301.35,CASH_OUT,1
80994.34,53275.53,103636.99,DEBIT,1
58317.19,179890.62,104363.14,CASH_OUT,1
73024.87,185473.28,107886.87,DEBIT,0
36488.6,80522.29,103548.13,DEBIT,0
64100.14,178060.51,1754.95,TRANSFER,1
46623.5,76789.78,344.96,CASH_OUT,1
19001.71,147363.37,19533.26,PAYMENT,0
70176.81,95188.44,20311.32,CASH_OUT,1
55650.9,24516.63,140979.38,CASH_OUT,1
35868.57,185586.84,40983.21,CASH_IN,0
91134.81,90819.32,178942.82,PAYMENT,1
2103.2,146897.41,185721.27,PAYMENT,0
31584.16,73434.76,195178.67,CASH_IN,0
5697.57,3776.18,187816.26,CASH_IN,0
76655.07,20106.07,54377.66,CASH_OUT,1
70213.72,99243.9,101955.37,TRANSFER,1
33141.91,137992.87,35090.99,CASH_IN,0
67569.53,66947.07,161241.93,PAYMENT,0
39599.76,139097.69,177686.34,PAYMENT,0
75627.82,139727.12,170257.77,CASH_OUT,1
45423.82,140787.18,86673.39,TRANSFER,1
41233.85,98504.37,151734.78,DEBIT,0
93473.64,182977.23,19515.83,CASH_IN,0
25095.4,97839.3,8048.95,CASH_IN,0
12053.53,90053.04,150647.28,CASH_OUT,1
58458.47,39876.16,85071.05,TRANSFER,1
96932.49,61531.02,199109.85,PAYMENT,0
37790.14,8466.9,19450.84,PAYMENT,0
6213.06,126707.06,171125.54,DEBIT,0
33937.13,49707.15,95996.61,PAYMENT,0
50598.11,60831.05,165430.04,CASH_IN,1
16200.68,154162.9,163425.46,DEBIT,0
65813.64,65444.24,183198.4,TRANSFER,1
99774.96,48439.18,59570.0,DEBIT,0
45179.43,33811.55,189959.87,TRANSFER,1
35479.31,154971.68,30333.39,PAYMENT,0
40076.41,25941.25,16393.76,CASH_OUT,1
11523.47,90750.75,86323.1,DEBIT,0
88328.53,101386.02,165664.59,DEBIT,0
41488.42,137477.98,94684.23,CASH_IN,0
38733.57,126656.7,165857.34,CASH_IN,0
65972.43,162144.13,145937.36,TRANSFER,1
44208.92,8950.29,41885.68,CASH_OUT,1
64826.86,59288.14,189776.32,CASH_IN,1
6154.01,56026.82,12156.23,CASH_IN,0
81374.2,29203.38,179655.94,PAYMENT,0
94050.99,57835.65,60888.69,PAYMENT,1
64880.05,61953.06,100029.62,CASH_IN,0
95457.05,104376.89,84470.37,TRANSFER,1
15151.72,132740.9,34366.91,CASH_OUT,1
47746.84,76220.1,71629.37,CASH_IN,0
60184.66,143894.05,38586.89,TRANSFER,1
58177.85,67233.07,40777.3,TRANSFER,1
40152.16,58056.74,37411.37,CASH_IN,0
33815.06,108237.61,97803.48,TRANSFER,1
12691.13,4743.27,159586.27,DEBIT,0
39180.33,15957.82,113794.01,TRANSFER,1
16274.45,83593.91,178641.32,CASH_IN,0
73439.22,188582.54,127308.9,TRANSFER,1
20891.01,144302.36,137868.02,CASH_IN,0
5865.94,17625.31,133521.45,PAYMENT,0
55241.09,169263.6,89891.84,CASH_IN,0
59527.02,146460.15,137867.76,TRANSFER,1
87192.59,122189.31,13941.55,CASH_IN,0
57702.39,164058.59,171970.29,CASH_OUT,1
34554.63,80821.97,155562.43,CASH_IN,0
80303.16,44300.21,49045.99,CASH_IN,0
54032.49,102404.68,153606.49,CASH_OUT,1
7937.24,109768.35,2528.52,CASH_OUT,1
56589.4,107665.27,43449.31,CASH_OUT,1
90802.77,113014.76,13027.45,DEBIT,0
39637.3,189740.98,156045.38,CASH_IN,0
29639.62,180449.12,151174.83,CASH_OUT,1
14355.51,175143.41,162727.2,CASH_OUT,1
15153.04,160283.36,896.34,PAYMENT,0
43282.82,188685.62,100246.55,DEBIT,0
59572.03,19698.93,140967.24,CASH_IN,0
8070.73,53024.65,31080.23,TRANSFER,1
93957.46,99011.19,129958.15,DEBIT,0
75515.81,169306.9,16822.02,DEBIT,1
58666.53,101033.14,36265.17,PAYMENT,0
82845.58,149606.95,95159.36,CASH_IN,1
8027.87,27791.98,130713.03,CASH_IN,0
47689.12,50482.76,29173.83,CASH_OUT,1
63013.01,146355.22,37044.67,CASH_OUT,1
82867.0,32946.8,40889.27,DEBIT,1
78349.12,70271.19,47740.16,PAYMENT,0
27714.15,52973.25,45310.77,CASH_IN,0
94088.61,69972.34,79029.82,PAYMENT,0
12443.34,141664.81,130757.93,TRANSFER,1
87514.61,73569.44,87606.36,CASH_IN,0
97094.32,111052.66,155194.78,CASH_OUT,1
17723.58,19986.38,143853.7,DEBIT,0
72209.39,161003.54,25305.38,PAYMENT,0
4038.15,73977.73,9768.32,CASH_OUT,1
40548.23,129706.83,175588.31,DEBIT,0
51633.17,145077.92,15966.21,CASH_OUT,1
58068.72,41932.18,29667.84,CASH_IN,1
93594.37,176935.0,4426.66,PAYMENT,0
67228.35,123244.85,125667.27,TRANSFER,1
48132.98,85745.03,116474.11,CASH_OUT,1
80969.41,36467.04,197380.73,PAYMENT,0
95053.78,188460.19,177386.48,CASH_IN,1
2216.39,151013.64,82168.64,CASH_OUT,1
98252.3,41604.91,74317.17,CASH_IN,0
8622.35,67542.15,59370.41,TRANSFER,1
81440.53,161934.85,30481.38,TRANSFER,1
28040.67,139135.53,27616.73,DEBIT,0
13226.64,153156.86,26456.74,DEBIT,0
43991.17,88240.22,22822.95,DEBIT,0
64399.22,143295.25,48102.41,CASH_IN,0
38101.37,77298.74,61333.73,DEBIT,0
5466.0,42252.58,192315.79,PAYMENT,0
59950.12,126535.41,115694.65,CASH_IN,0
90241.3,195202.79,197519.15,CASH_IN,1
38327.7,62120.19,74493.39,DEBIT,0
21641.11,92193.92,91525.33,DEBIT,0
44263.31,134800.27,64915.73,CASH_IN,0
4845.79,108301.26,36577.53,TRANSFER,1
82050.55,168685.56,28632.94,TRANSFER,1
82635.82,152348.54,189015.84,DEBIT,0
58804.17,11659.44,197362.14,TRANSFER,1
35316.76,199684.25,8981.9,PAYMENT,0
79980.34,150480.49,30069.17,PAYMENT,1
55473.16,172780.66,84704.82,PAYMENT,0
82594.97,130239.54,37266.7,CASH_IN,1
63149.56,171257.03,72776.08,CASH_IN,1
78442.7,22476.59,25819.27,CASH_IN,0
59860.31,69547.57,91302.35,CASH_IN,1
41419.97,175284.19,54338.92,CASH_IN,0
95795.01,40331.04,70381.01,DEBIT,0
54115.97,15648.42,18862.53,TRANSFER,1
60512.9,157623.79,85625.61,DEBIT,0
22056.56,167097.23,196651.52,TRANSFER,1
62568.82,32530.44,65766.61,DEBIT,1
57165.05,170869.2,175285.85,PAYMENT,1
18491.99,137353.56,168639.83,CASH_OUT,1
5968.11,104016.54,190411.68,CASH_IN,0
60439.89,166050.04,158021.9,CASH_OUT,1
76371.59,83849.85,131919.37,CASH_OUT,1
52344.9,38798.79,171316.89,PAYMENT,0
22684.99,56970.54,15128.94,CASH_OUT,1
66655.53,101032.8,92566.13,CASH_OUT,1
8019.77,106266.16,197851.25,PAYMENT,0
44188.95,161116.17,153920.03,TRANSFER,1
16345.04,158270.54,192415.08,DEBIT,0
18454.06,116273.31,155926.87,CASH_OUT,1
20237.37,156157.1,174976.39,CASH_IN,0
38676.84,38354.69,141305.93,PAYMENT,0
5124.51,10012.91,152100.4,CASH_OUT,1
